tenure,MonthlyCharges,Contract,TotalCharges,Churn
64,25.55,Two year,1714.95,No
9,84.45,Month-to-month,762.5,Yes
28,20.25,Month-to-month,535.35,No
1,75.55,Month-to-month,75.55,No
4,85.65,Month-to-month,338.9,Yes
38,70.15,One year,2497.35,Yes
66,95.3,One year,6273.4,No
1,70.25,Month-to-month,70.25,No
18,50.3,Month-to-month,908.75,No
51,97.8,Month-to-month,4913.3,Yes
0,19.85,Two year,0.0,No
1,46.3,Month-to-month,46.3,Yes
12,19.35,Two year,212.3,No
41,106.3,Month-to-month,4443.45,Yes
12,25.0,Month-to-month,316.2,No
55,20.3,Two year,1079.05,No
7,75.35,Month-to-month,564.65,No
12,89.4,Month-to-month,1095.65,Yes
68,88.0,Two year,6161.9,No
5,83.15,Month-to-month,446.05,Yes
49,43.8,Month-to-month,2106.05,No
40,62.05,One year,2511.55,No
16,20.1,One year,318.6,No
10,74.15,Month-to-month,811.8,Yes
72,101.35,One year,7323.15,No
2,84.05,Month-to-month,186.05,No
23,20.9,Two year,454.0,No
71,105.9,One year,7521.95,No
11,99.5,Month-to-month,1056.95,Yes
1,44.15,Month-to-month,44.15,Yes
16,53.9,Month-to-month,834.15,Yes
1,85.45,Month-to-month,85.45,Yes
12,85.05,Month-to-month,999.8,No
54,44.1,One year,2369.7,No
68,90.2,Two year,6297.65,No
4,50.85,Month-to-month,239.55,Yes
1,59.2,Month-to-month,59.2,Yes
27,53.45,Month-to-month,1461.45,No
21,19.95,Month-to-month,416.4,No
13,83.2,Month-to-month,1060.6,Yes
64,74.65,Month-to-month,4869.35,No
1,54.9,Month-to-month,54.9,Yes
57,57.5,Two year,3265.95,No
21,103.9,Month-to-month,2254.2,Yes
19,19.65,Two year,358.15,No
31,93.8,One year,2939.8,No
52,89.25,Two year,4652.4,No
46,94.15,One year,4408.45,No
11,55.6,Month-to-month,580.8,No
53,48.7,Month-to-month,2495.2,No
11,19.25,Month-to-month,180.3,Yes
57,104.9,Month-to-month,5913.95,No
2,75.45,Month-to-month,158.4,Yes
2,54.85,Month-to-month,104.2,Yes
71,19.9,Two year,1389.35,No
1,19.4,Month-to-month,19.4,No
68,25.05,Two year,1629.2,No
72,84.45,Two year,6033.1,No
2,19.3,Month-to-month,44.4,No
1,95.1,Month-to-month,95.1,Yes
41,79.85,One year,3320.75,No
72,25.55,Two year,1867.7,No
6,75.5,Month-to-month,438.0,Yes
4,73.75,Month-to-month,325.45,Yes
12,96.05,Month-to-month,1148.1,Yes
58,68.4,One year,3972.25,No
7,20.65,Month-to-month,155.9,No
65,55.15,Month-to-month,3673.15,No
1,70.6,Month-to-month,70.6,No
56,19.95,One year,1126.75,No
4,19.0,Month-to-month,73.45,No
58,44.1,One year,2413.05,No
62,107.6,Two year,6912.7,No
26,61.55,One year,1581.95,No
62,90.7,Month-to-month,5586.45,No
58,99.25,One year,5846.65,No
68,91.7,Two year,6424.7,No
61,100.7,One year,6018.65,No
42,78.45,Two year,3373.4,No
18,84.3,Month-to-month,1537.9,No
56,19.55,Two year,1080.55,No
4,88.95,Month-to-month,355.2,Yes
4,20.45,Month-to-month,82.85,No
35,55.6,One year,2016.45,No
64,86.8,Month-to-month,5327.25,No
31,20.95,One year,683.25,No
67,20.05,Two year,1263.05,No
4,50.7,Month-to-month,151.3,Yes
70,113.65,Two year,7714.65,No
3,53.4,Month-to-month,188.7,Yes
53,101.9,Month-to-month,5549.4,Yes
2,59.5,Two year,130.5,No
29,87.8,Month-to-month,2621.75,No
47,41.9,Two year,1875.25,No
68,83.0,One year,5685.8,Yes
12,69.85,Month-to-month,837.5,No
8,56.3,Month-to-month,401.5,No
54,109.55,Month-to-month,6118.95,No
69,92.15,Two year,6480.9,No
26,69.5,Month-to-month,1800.05,No
72,97.0,Two year,7104.2,No
70,58.35,Two year,4214.25,No
1,50.6,Month-to-month,50.6,Yes
10,89.5,Month-to-month,863.1,Yes
28,70.4,One year,1992.2,No
1,69.8,Month-to-month,69.8,Yes
21,94.3,Month-to-month,1948.35,No
51,93.8,Month-to-month,4750.95,Yes
53,19.55,One year,1007.9,No
53,95.95,One year,5036.9,No
24,101.05,Month-to-month,2391.8,Yes
70,94.8,Two year,6859.05,No
61,107.75,One year,6521.9,No
11,54.6,One year,617.85,No
2,71.3,Month-to-month,157.75,No
25,19.5,One year,516.3,No
41,56.3,One year,2364.0,No
18,94.7,Month-to-month,1687.95,Yes
72,104.15,Two year,7689.95,Yes
71,90.55,Two year,6239.05,No
34,60.8,One year,2042.05,No
29,98.8,Month-to-month,2807.1,No
40,98.15,One year,4116.8,No
36,35.35,One year,1317.95,No
46,103.15,One year,4594.65,No
58,107.75,One year,6332.75,No
39,81.4,One year,3213.75,No
4,61.45,Month-to-month,229.55,Yes
52,95.7,One year,4976.15,No
70,104.8,One year,7308.95,No
65,70.95,One year,4555.2,No
1,44.95,Month-to-month,44.95,No
70,97.65,One year,6982.5,No
29,35.65,Month-to-month,1025.15,No
1,90.55,Month-to-month,90.55,Yes
67,85.25,Two year,5714.2,No
1,19.5,Month-to-month,19.5,No
26,88.8,Month-to-month,2274.35,Yes
30,25.1,Two year,789.55,No
48,100.05,Month-to-month,4834.0,No
55,55.7,Month-to-month,3131.8,No
7,85.2,Month-to-month,602.55,Yes
37,91.15,Month-to-month,3369.25,No
31,83.85,Month-to-month,2674.15,No
4,45.9,Month-to-month,199.75,No
72,25.1,Two year,1790.8,No
5,91.4,Month-to-month,449.75,Yes
1,19.7,Month-to-month,19.7,No
15,91.5,Month-to-month,1400.3,No
8,51.3,Month-to-month,411.6,No
35,21.1,One year,741.0,No
56,104.75,Month-to-month,5841.35,No
42,106.15,Month-to-month,4512.7,Yes
65,85.75,Month-to-month,5688.45,No
2,20.3,One year,31.9,No
65,100.75,One year,6674.65,No
18,74.15,Month-to-month,1345.75,No
23,78.55,One year,1843.05,No
4,45.3,Month-to-month,196.95,Yes
70,19.85,Two year,1433.8,No
4,50.7,Month-to-month,214.55,No
19,45.0,Month-to-month,865.85,No
18,77.8,Month-to-month,1358.6,No
38,83.45,Month-to-month,3147.15,No
2,73.25,Month-to-month,131.05,Yes
47,94.8,One year,4535.85,No
52,20.1,Two year,1078.75,No
9,59.9,Month-to-month,542.4,No
26,90.1,One year,2312.55,No
8,51.05,Month-to-month,415.05,Yes
44,70.95,One year,3250.45,No
3,29.2,Month-to-month,98.5,No
2,46.6,Month-to-month,87.9,No
9,85.35,Month-to-month,754.65,Yes
1,75.35,Month-to-month,75.35,Yes
25,74.3,Month-to-month,1952.25,No
2,69.3,Month-to-month,153.8,No
43,75.2,Month-to-month,3198.6,Yes
1,20.9,Month-to-month,20.9,Yes
58,94.3,One year,5610.15,No
59,76.45,Two year,4519.5,No
44,54.0,One year,2440.25,No
66,104.25,One year,6860.6,No
68,19.95,Two year,1377.7,No
9,24.95,Month-to-month,190.25,No
19,84.75,Month-to-month,1651.95,No
4,19.75,Month-to-month,78.3,No
70,113.65,Two year,7939.25,No
1,44.9,Month-to-month,44.9,No
8,75.25,Month-to-month,576.7,No
53,24.6,Two year,1279.0,No
51,25.0,One year,1260.7,No
11,20.95,Month-to-month,267.35,No
60,110.6,Two year,6586.85,No
17,55.5,Month-to-month,934.15,No
3,43.3,Month-to-month,123.65,Yes
70,109.5,One year,7534.65,Yes
1,19.45,Month-to-month,19.45,No
43,84.85,Month-to-month,3645.6,No
16,19.6,Month-to-month,314.45,No
57,53.45,One year,3053.0,No
37,19.8,One year,677.05,No
72,112.1,Two year,7965.95,No
11,84.8,Month-to-month,906.85,Yes
50,95.05,Month-to-month,4888.7,Yes
5,50.35,Month-to-month,237.25,Yes
1,74.6,Month-to-month,74.6,Yes
16,19.7,Month-to-month,342.4,Yes
2,74.2,Month-to-month,140.1,No
17,69.0,Month-to-month,1108.0,No
16,19.35,One year,295.55,No
15,59.45,Month-to-month,892.65,Yes
10,19.8,One year,198.25,No
46,105.2,One year,4822.85,Yes
64,109.2,Two year,6741.15,No
1,79.15,Month-to-month,79.15,No
25,53.65,One year,1355.45,No
71,100.2,Two year,7209.0,No
8,45.15,Month-to-month,438.4,Yes
72,108.65,Two year,7726.35,No
49,40.65,Month-to-month,2070.75,No
29,55.35,One year,1636.95,No
72,105.6,Two year,7581.5,No
31,93.8,Month-to-month,3019.5,Yes
50,95.7,Month-to-month,4729.75,No
71,83.2,Two year,6126.1,No
70,90.05,Two year,6333.4,No
71,97.65,One year,6687.85,No
61,68.05,Two year,4158.25,No
32,96.2,Month-to-month,3183.4,Yes
1,79.6,Month-to-month,79.6,Yes
68,102.1,Two year,7149.35,No
62,23.4,Two year,1429.65,No
7,71.05,Month-to-month,472.65,No
20,85.25,Month-to-month,1734.5,Yes
6,19.45,One year,113.5,No
33,59.45,Month-to-month,1884.65,No
28,92.2,One year,2568.15,No
27,19.85,Two year,470.0,No
7,43.9,Month-to-month,278.4,No
26,80.5,Month-to-month,2088.8,Yes
5,89.8,Month-to-month,502.6,Yes
30,90.5,Month-to-month,2595.85,No
63,90.45,One year,5825.5,No
1,50.75,Month-to-month,50.75,Yes
53,84.6,One year,4449.75,No
14,89.65,Month-to-month,1208.35,Yes
21,99.15,Month-to-month,1956.4,No
17,19.95,One year,310.6,No
16,20.5,Two year,290.55,No
35,62.1,Month-to-month,2096.1,No
32,79.5,Month-to-month,2665.0,No
28,19.55,Month-to-month,543.8,No
1,20.35,Month-to-month,20.35,No
59,51.7,Month-to-month,3005.8,No
72,23.3,One year,1623.15,No
36,65.4,One year,2498.4,Yes
40,65.1,Month-to-month,2586.0,No
40,81.2,Month-to-month,3292.3,No
9,72.9,Month-to-month,651.4,Yes
63,74.5,Two year,4674.55,No
3,80.5,Month-to-month,232.35,No
40,60.3,One year,2448.5,No
8,75.0,Month-to-month,658.1,No
34,90.15,One year,3128.8,No
5,40.0,Month-to-month,223.45,Yes
9,99.45,Month-to-month,919.4,Yes
9,69.05,Month-to-month,653.95,No
31,59.7,Month-to-month,1825.5,No
50,19.85,One year,943.1,No
2,86.25,Month-to-month,181.65,Yes
1,45.65,Month-to-month,45.65,Yes
8,70.1,Month-to-month,551.35,Yes
9,40.75,Month-to-month,359.4,No
2,70.2,Month-to-month,115.95,Yes
3,55.35,Month-to-month,165.2,Yes
25,95.7,Month-to-month,2338.35,No
1,46.3,Month-to-month,46.3,No
45,81.3,Month-to-month,3541.1,No
51,84.2,Month-to-month,4146.05,Yes
55,20.0,Month-to-month,1087.25,No
38,66.15,Month-to-month,2522.4,No
2,45.85,Month-to-month,81.0,Yes
38,19.6,Month-to-month,717.3,No
34,49.8,Month-to-month,1734.2,No
70,101.75,One year,7069.3,No
13,55.15,One year,742.9,No
39,75.25,Month-to-month,3017.65,Yes
61,103.95,One year,6423.0,No
12,100.15,Month-to-month,1164.3,Yes
41,99.65,Two year,4220.35,No
21,73.7,Month-to-month,1558.7,No
55,50.05,One year,2743.45,No
69,60.25,Two year,4055.5,No
26,105.75,Month-to-month,2710.25,Yes
69,87.3,One year,6055.55,No
18,48.35,Month-to-month,810.7,Yes
47,54.25,Month-to-month,2538.2,No
72,85.3,Two year,6129.2,No
33,50.0,Month-to-month,1750.85,No
2,24.4,Month-to-month,36.55,Yes
72,90.95,Two year,6652.45,No
37,72.25,Month-to-month,2575.45,No
62,96.1,Month-to-month,6019.35,No
71,19.85,Two year,1379.6,No
23,55.3,Month-to-month,1284.2,No
16,20.1,One year,296.15,No
9,69.5,Month-to-month,653.25,No
17,25.15,Two year,412.6,No
4,20.95,Month-to-month,85.5,Yes
1,49.55,Month-to-month,49.55,Yes
24,79.65,Month-to-month,1928.7,No
1,71.25,Month-to-month,71.25,No
72,113.8,Two year,7845.8,No
72,24.55,Two year,1750.7,No
11,19.7,Month-to-month,216.2,No
9,20.25,Month-to-month,178.5,Yes
2,50.15,Month-to-month,115.1,Yes
60,100.5,One year,6029.0,No
29,95.9,Month-to-month,2745.2,Yes
49,74.45,Two year,3721.9,No
30,104.1,Month-to-month,3121.1,No
53,19.05,One year,990.45,No
39,25.0,Two year,1004.35,No
9,19.05,Month-to-month,157.65,No
39,81.9,One year,3219.75,No
8,69.7,Month-to-month,572.85,No
51,90.15,One year,4554.85,No
71,25.35,Two year,1847.55,No
71,24.65,Two year,1766.75,No
70,19.55,Two year,1462.05,No
1,25.25,Month-to-month,25.25,Yes
38,60.0,Two year,2193.2,No
28,89.9,Month-to-month,2433.5,No
32,19.4,Month-to-month,641.15,No
49,49.8,Two year,2398.4,No
37,24.1,Two year,861.85,No
10,54.25,Month-to-month,583.0,No
67,109.9,One year,7332.4,No
7,35.5,One year,249.55,No
51,87.55,One year,4475.9,No
9,45.15,Month-to-month,416.45,Yes
9,88.4,Month-to-month,788.6,No
4,50.8,Month-to-month,202.3,No
71,99.0,Two year,6994.6,No
50,84.4,Month-to-month,4116.15,Yes
24,96.55,Two year,2263.45,No
22,59.75,One year,1374.35,No
44,111.5,Month-to-month,4915.15,No
33,24.25,Month-to-month,838.5,No
1,75.1,Month-to-month,75.1,Yes
54,70.15,One year,3715.65,Yes
42,101.75,Month-to-month,4273.45,Yes
1,45.8,Month-to-month,45.8,Yes
1,20.5,Month-to-month,20.5,No
30,70.4,One year,2044.75,No
1,30.55,Month-to-month,30.55,No
16,84.9,Month-to-month,1398.25,No
1,20.1,Month-to-month,20.1,Yes
9,40.65,Month-to-month,328.95,Yes
46,101.0,Month-to-month,4680.05,Yes
1,69.1,Month-to-month,69.1,Yes
71,54.5,Two year,3778.2,No
43,75.35,Month-to-month,3161.4,No
50,44.45,One year,2188.45,No
13,75.0,Month-to-month,999.45,Yes
19,100.0,One year,1888.65,Yes
41,98.05,Month-to-month,3990.6,No
1,71.15,Month-to-month,71.15,Yes
24,54.15,Month-to-month,1240.25,Yes
40,63.9,One year,2635.0,No
3,69.15,Month-to-month,235.0,No
37,64.65,One year,2347.85,No
67,108.75,Two year,7156.2,Yes
32,98.85,Month-to-month,3089.6,No
6,49.15,Month-to-month,270.8,Yes
32,89.6,Month-to-month,2901.8,No
59,83.25,Month-to-month,4949.1,No
30,70.25,One year,2198.9,No
20,19.4,Month-to-month,374.5,Yes
27,24.5,Two year,761.95,No
20,79.15,Month-to-month,1520.9,Yes
9,20.1,One year,190.25,No
68,73.0,One year,5163.0,No
69,61.4,Two year,4059.85,No
26,84.3,Month-to-month,2281.6,No
69,19.9,Two year,1356.7,No
11,20.4,Two year,231.45,No
1,50.75,Month-to-month,50.75,No
10,20.45,One year,242.4,No
55,75.75,One year,4264.25,No
44,65.4,One year,2774.55,No
46,80.4,Month-to-month,3605.2,Yes
69,59.75,Two year,4069.9,No
11,78.5,Month-to-month,874.2,No
11,102.0,Month-to-month,1145.35,Yes
29,48.95,Month-to-month,1323.7,No
57,99.65,Month-to-month,5497.05,No
28,18.25,One year,534.7,No
42,54.55,Month-to-month,2455.05,No
2,20.65,Month-to-month,38.7,Yes
23,40.65,One year,947.4,No
18,20.45,Month-to-month,357.0,No
62,24.8,One year,1476.25,No
1,70.8,Month-to-month,70.8,Yes
16,89.05,Month-to-month,1448.6,Yes
3,96.6,Month-to-month,291.9,Yes
67,88.8,One year,5903.15,No
62,20.05,Two year,1201.65,No
57,104.5,Month-to-month,5921.35,Yes
2,69.8,Month-to-month,146.65,No
23,77.15,Two year,1759.4,No
25,35.05,Two year,844.45,No
72,108.1,Two year,7774.05,No
2,84.05,Month-to-month,134.05,No
8,20.2,One year,140.95,No
5,50.6,Month-to-month,249.95,Yes
35,49.2,Month-to-month,1701.65,No
24,24.6,One year,592.65,No
2,71.65,Month-to-month,135.75,No
72,104.9,Two year,7732.65,No
41,106.5,Month-to-month,4282.4,No
4,49.35,Month-to-month,219.65,Yes
26,75.5,One year,2018.1,No
7,94.25,Month-to-month,669.0,Yes
1,68.95,Month-to-month,68.95,Yes
4,58.5,Month-to-month,224.85,No
48,78.9,Two year,3771.5,No
2,93.85,Month-to-month,196.75,Yes
12,79.2,One year,943.85,No
60,109.45,Month-to-month,6572.85,No
55,59.2,Two year,3175.85,No
1,29.15,Month-to-month,29.15,No
1,20.05,Month-to-month,20.05,No
4,76.05,Month-to-month,318.9,Yes
1,24.45,Month-to-month,24.45,Yes
42,66.5,Two year,2762.75,No
1,49.55,Month-to-month,49.55,No
7,89.35,Month-to-month,631.85,Yes
3,73.6,Month-to-month,232.5,No
72,82.65,Two year,5919.35,No
15,49.0,Month-to-month,749.25,No
4,80.35,Month-to-month,307.4,Yes
11,25.2,One year,245.15,No
5,25.45,Month-to-month,134.75,No
1,55.8,Month-to-month,55.8,Yes
72,110.9,Two year,8240.85,No
55,77.75,Month-to-month,4266.4,No
40,26.2,Month-to-month,1077.5,No
57,19.9,Two year,1115.6,No
1,79.05,Month-to-month,79.05,Yes
1,95.0,Month-to-month,95.0,Yes
1,25.2,Month-to-month,25.2,Yes
52,80.85,One year,4079.55,No
41,98.4,Month-to-month,4187.75,Yes
43,56.35,One year,2391.15,No
47,19.3,Two year,890.5,No
3,50.4,Month-to-month,137.25,No
66,79.4,Two year,5154.6,Yes
55,55.25,Two year,3119.9,No
29,19.1,One year,529.5,No
12,84.05,Month-to-month,966.55,No
66,105.2,Month-to-month,6936.85,No
35,101.4,Month-to-month,3496.3,Yes
10,89.8,Month-to-month,914.3,Yes
27,75.75,Month-to-month,1929.0,No
58,95.3,Month-to-month,5817.7,No
54,109.75,Two year,6110.2,Yes
9,19.85,Month-to-month,178.8,No
2,19.3,One year,28.3,Yes
6,69.1,Month-to-month,435.0,No
26,91.25,Month-to-month,2351.8,Yes
9,20.25,Month-to-month,186.15,No
8,54.75,Month-to-month,445.85,No
12,81.45,Month-to-month,912.0,No
15,49.1,Month-to-month,679.55,Yes
43,80.2,One year,3581.6,No
42,100.3,Month-to-month,4222.95,No
31,65.25,Month-to-month,1994.3,Yes
66,90.95,Two year,5930.05,No
18,85.45,Month-to-month,1505.85,Yes
1,20.0,Month-to-month,20.0,No
61,94.1,Two year,5638.3,Yes
10,79.85,Month-to-month,797.25,No
1,71.65,Month-to-month,71.65,Yes
18,73.55,Month-to-month,1359.45,No
24,104.65,Month-to-month,2542.45,Yes
3,19.3,Month-to-month,54.7,No
50,20.15,One year,989.05,No
1,44.55,Month-to-month,44.55,No
2,54.45,Month-to-month,87.3,No
17,19.65,One year,351.55,No
69,105.0,Two year,7297.75,No
72,88.7,Two year,6301.7,No
3,74.25,Month-to-month,210.3,Yes
50,75.15,Two year,3822.45,No
53,20.25,Two year,1048.45,No
58,109.1,Two year,6393.65,No
46,30.75,One year,1489.3,No
72,112.9,Month-to-month,8061.5,No
1,74.2,Month-to-month,74.2,Yes
6,94.05,Month-to-month,518.75,No
72,78.85,Two year,5763.15,No
4,55.3,Month-to-month,238.5,No
52,19.35,Two year,1031.7,No
0,25.35,Two year,0.0,No
2,20.45,One year,34.8,No
65,19.35,Two year,1319.95,No
43,101.0,Month-to-month,4388.4,Yes
4,100.2,Month-to-month,420.2,Yes
25,89.05,One year,2177.45,Yes
51,78.65,One year,3950.85,No
12,74.75,Month-to-month,827.05,No
57,70.1,One year,3913.3,Yes
24,19.9,One year,533.5,No
64,58.35,One year,3756.45,No
4,105.65,One year,443.9,Yes
26,100.5,Month-to-month,2599.95,No
15,20.05,Month-to-month,284.3,No
64,25.65,Two year,1740.8,No
36,96.5,Month-to-month,3436.1,Yes
27,95.0,Month-to-month,2462.55,No
1,70.85,Month-to-month,70.85,Yes
35,85.95,One year,3110.1,Yes
4,73.9,Month-to-month,280.85,Yes
8,45.45,Month-to-month,411.75,No
10,20.0,Month-to-month,198.6,No
2,49.2,Month-to-month,103.7,No
58,109.45,Two year,6144.55,Yes
51,83.25,Two year,4089.45,No
46,19.25,Two year,864.2,No
1,19.65,Month-to-month,19.65,No
46,72.8,Month-to-month,3249.4,No
50,109.65,Month-to-month,5405.8,No
53,65.0,Month-to-month,3363.8,No
61,114.1,Month-to-month,7132.15,No
5,20.65,Month-to-month,93.55,No
47,86.95,One year,4138.9,No
54,94.75,One year,5121.75,No
19,25.35,Month-to-month,566.1,No
26,105.45,Two year,2715.3,No
70,25.4,Two year,1782.05,No
17,102.55,Month-to-month,1742.5,No
30,100.2,Month-to-month,2983.8,Yes
1,24.0,Month-to-month,24.0,No
19,25.6,Two year,485.9,No
26,73.5,Two year,1905.7,No
21,74.05,Month-to-month,1565.7,Yes
50,98.25,One year,4858.7,No
68,54.4,One year,3723.65,No
3,101.55,Month-to-month,298.35,Yes
9,103.1,Month-to-month,970.45,No
51,34.2,Two year,1782.0,No
9,43.75,Month-to-month,405.7,No
41,111.95,One year,4534.9,Yes
22,100.65,Month-to-month,2415.95,No
21,55.95,One year,1157.05,Yes
71,116.05,Two year,8297.5,No
1,45.75,Month-to-month,45.75,Yes
26,82.0,One year,2083.1,No
71,65.15,Two year,4681.75,No
4,44.8,Month-to-month,176.2,No
12,79.8,Month-to-month,1001.2,No
18,88.85,Month-to-month,1594.75,No
3,74.95,Month-to-month,212.4,No
72,106.85,One year,7677.4,No
11,74.95,Month-to-month,815.5,Yes
1,80.15,Month-to-month,80.15,Yes
13,19.3,One year,259.65,No
72,109.25,One year,8109.8,Yes
42,56.1,One year,2386.85,No
17,19.7,Month-to-month,340.35,No
7,51.3,Month-to-month,419.35,No
68,118.6,Two year,7990.05,No
56,24.15,Two year,1402.25,No
38,20.3,One year,749.35,No
72,115.5,Two year,8425.15,No
48,25.05,One year,1171.5,No
52,109.1,Month-to-month,5647.95,No
35,19.65,One year,708.8,No
67,111.3,Two year,7567.2,No
1,29.9,Month-to-month,29.9,No
53,80.6,Month-to-month,4348.1,No
34,20.8,Month-to-month,635.9,No
3,35.2,Month-to-month,108.95,Yes
1,78.8,Month-to-month,78.8,Yes
19,89.95,Month-to-month,1682.4,No
60,116.05,Two year,6925.9,No
11,19.55,Two year,223.15,No
47,106.4,Month-to-month,5127.95,Yes
18,49.4,Month-to-month,874.8,Yes
60,115.25,Two year,6758.45,No
72,24.8,Two year,1874.3,No
39,19.9,One year,791.15,No
59,81.25,One year,4639.45,No
2,69.95,Month-to-month,143.9,No
1,69.1,Month-to-month,69.1,Yes
20,90.2,Month-to-month,1776.55,Yes
6,93.55,Month-to-month,536.4,Yes
71,86.4,Two year,6172.0,No
24,66.3,Month-to-month,1559.45,No
67,94.65,Month-to-month,6079.0,No
1,80.85,Month-to-month,80.85,Yes
48,82.05,One year,4029.95,Yes
37,72.1,One year,2658.4,No
11,34.7,Month-to-month,383.55,No
3,20.55,Month-to-month,51.15,Yes
18,95.95,Month-to-month,1745.5,No
50,44.8,One year,2230.85,No
67,109.4,One year,7281.6,No
25,71.05,Month-to-month,1837.7,No
2,78.55,Month-to-month,149.55,Yes
9,19.7,Month-to-month,180.7,No
10,40.25,One year,411.45,No
70,19.85,Two year,1328.35,No
9,68.25,Month-to-month,576.95,No
4,20.15,Month-to-month,68.45,No
2,50.95,Month-to-month,123.05,No
1,78.65,Month-to-month,78.65,Yes
19,25.15,Month-to-month,468.35,No
7,20.25,Month-to-month,174.7,No
1,42.9,Month-to-month,42.9,Yes
1,44.0,Month-to-month,44.0,No
9,20.25,One year,172.35,No
3,34.25,Month-to-month,139.35,Yes
9,58.5,Month-to-month,539.85,Yes
5,55.8,Month-to-month,300.4,No
56,88.9,One year,4968.0,No
18,57.65,Month-to-month,992.7,No
49,96.2,Month-to-month,4718.25,Yes
70,79.15,Two year,5536.5,No
72,108.05,Two year,7806.6,No
6,74.4,Month-to-month,434.1,Yes
17,94.8,Month-to-month,1563.9,No
29,45.9,Month-to-month,1332.4,No
6,105.3,Month-to-month,545.2,Yes
63,102.6,Two year,6296.75,No
16,73.85,Month-to-month,1284.2,Yes
59,61.35,One year,3645.5,No
3,57.55,Month-to-month,161.45,No
8,29.25,Month-to-month,226.95,No
7,84.55,Month-to-month,646.85,Yes
68,19.6,Two year,1441.65,No
68,111.75,Two year,7511.3,No
52,106.5,One year,5621.85,No
72,107.7,Two year,7919.8,No
32,19.3,One year,593.2,No
72,20.05,Two year,1423.65,No
1,69.95,Month-to-month,69.95,No
42,63.7,One year,2763.35,No
25,24.75,Two year,692.1,Yes
45,50.9,Month-to-month,2298.55,No
43,60.4,One year,2640.55,No
37,79.25,One year,2911.8,No
20,85.8,Month-to-month,1727.5,Yes
4,24.45,Month-to-month,86.6,Yes
63,110.1,Two year,6705.7,No
3,90.7,Month-to-month,237.65,No
66,25.3,Two year,1672.35,No
28,105.7,Month-to-month,2979.5,Yes
8,85.2,Month-to-month,695.75,No
71,24.35,Two year,1654.6,No
1,24.25,Month-to-month,24.25,Yes
72,25.1,Two year,1857.85,No
16,54.55,Month-to-month,825.1,No
66,96.6,Two year,6424.25,No
11,76.5,Month-to-month,837.95,Yes
51,81.15,One year,4126.2,No
8,38.5,Month-to-month,330.8,No
14,92.9,Month-to-month,1337.45,No
4,93.5,Month-to-month,362.2,Yes
70,84.7,Two year,5991.05,No
70,66.0,Two year,4891.5,No
54,101.5,One year,5373.1,Yes
28,74.9,Month-to-month,2068.55,Yes
24,20.75,Two year,487.05,No
69,61.45,Two year,4131.2,No
42,54.5,Month-to-month,2301.15,No
2,69.6,Month-to-month,131.65,Yes
39,99.75,Month-to-month,4036.0,No
45,109.75,Two year,4900.65,No
72,80.85,Two year,5727.45,No
38,20.3,Two year,743.05,No
72,67.8,Two year,4804.65,No
1,24.05,Month-to-month,24.05,Yes
72,19.8,Two year,1414.65,No
55,25.7,Two year,1443.65,No
51,56.15,One year,2898.95,No
63,86.7,Two year,5309.5,No
1,20.4,Month-to-month,20.4,No
23,19.65,Two year,451.55,No
1,50.55,Month-to-month,50.55,Yes
2,54.35,Month-to-month,117.05,No
52,108.1,Month-to-month,5839.3,No
36,54.45,One year,1893.5,No
1,45.35,Month-to-month,45.35,No
28,59.0,One year,1654.45,No
7,69.45,One year,477.05,No
14,100.55,Month-to-month,1415.55,Yes
72,64.95,Two year,4546.0,No
1,20.5,Month-to-month,20.5,Yes
10,18.85,Month-to-month,163.2,No
42,19.8,One year,849.9,No
7,25.05,Month-to-month,189.95,No
4,74.8,Month-to-month,321.9,Yes
72,114.3,Two year,8058.55,No
20,24.45,Month-to-month,482.8,Yes
63,109.2,Two year,7049.75,No
56,45.05,Two year,2560.1,No
5,51.0,Month-to-month,286.8,No
72,110.45,Two year,7982.5,No
68,84.65,Month-to-month,5683.6,No
67,60.05,One year,3994.05,No
8,44.65,Month-to-month,369.15,No
52,93.25,Month-to-month,4631.7,No
18,20.25,Month-to-month,401.95,No
59,25.45,Two year,1534.05,No
60,20.6,Two year,1093.0,No
7,94.1,Month-to-month,701.3,No
59,34.8,One year,1980.3,No
46,60.75,Two year,2893.4,No
5,51.35,Month-to-month,262.3,No
59,64.05,Two year,3886.85,No
70,84.8,Two year,5917.55,No
14,71.0,Month-to-month,914.0,Yes
44,50.15,Month-to-month,2139.1,No
64,94.6,Two year,5948.7,No
58,59.75,Two year,3624.35,No
46,100.25,One year,4753.85,No
58,98.9,Month-to-month,5780.7,No
72,97.7,Two year,6869.7,No
30,40.3,Month-to-month,1172.95,Yes
11,60.25,Month-to-month,662.95,No
34,56.25,Month-to-month,1765.95,No
54,46.2,Two year,2431.95,No
3,50.6,Month-to-month,155.35,Yes
72,24.9,Two year,1859.2,No
40,84.85,Month-to-month,3303.05,Yes
2,65.7,Month-to-month,134.35,Yes
54,63.35,Two year,3409.1,No
14,50.1,Month-to-month,709.5,No
1,70.5,Month-to-month,70.5,Yes
10,94.85,Month-to-month,953.45,Yes
1,50.15,Month-to-month,50.15,No
1,19.75,Month-to-month,19.75,Yes
56,64.65,One year,3665.55,No
68,79.6,Two year,5515.8,No
14,19.5,One year,272.0,No
68,99.55,Two year,6668.0,No
55,74.0,Month-to-month,4052.4,No
16,38.9,Month-to-month,664.4,No
